"","listing_id","minimum_nights.x","maximum_nights","listing_start_date","listing_end_date","min_price","max_price","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights.y","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"1216",6917979,5,1124,"2020-08-22","2021-08-20","$105.00","$148.00","Newport Leadlight Haven",7015827,"Noel",NA,"Hobsons Bay",-37.84286,144.88968,"Entire home/apt",105,3,48,"2020-02-29",0.78,2,364
"1217",6930015,4,1125,"2020-08-21","2020-11-19","$95.00","$95.00","Cosy Melbourne Apartment",7645550,"Malcolm",NA,"Moonee Valley",-37.72874,144.88101,"Entire home/apt",95,3,62,"2020-07-01",1.02,1,90
"1218",6946255,4,1125,"2020-08-24","2021-02-16","$45.00","$45.00","Cosy Room en route to everything",20188286,"Michele",NA,"Monash",-37.89341,145.14124,"Private room",45,3,34,"2020-02-22",0.55,1,177
"1219",6958506,4,1125,"2020-09-13","2021-02-16","$100.00","$98.00","Central CBD, Chic Living on Collins",36487352,"Jenny",NA,"Melbourne",-37.81624,144.96539,"Entire home/apt",87,2,255,"2020-03-22",4.29,1,147
"1220",6959468,14,99,"2020-09-14","2020-11-18","$146.00","$258.00","South Yarra 14 night - One Bedroom Apartment",291711337,"South Yarra Grand",NA,"Stonnington",-37.83815,144.99278,"Entire home/apt",88,1,45,"2019-03-31",0.75,6,66
"1221",6976275,2,1125,"2021-06-28","2021-08-19","$144.00","$147.00","AMAZING location - Crown, Southbank, Tennis Myer",3264405,"Tina",NA,"Melbourne",-37.8199,144.95661,"Entire home/apt",120,2,2,"2018-07-10",0.06,3,53
"1222",6976476,1,1125,"2021-01-02","2021-08-20","$120.00","$150.00","Docklands Harbour 1 Bdrm Apartment",36583291,"Razman",NA,"Melbourne",-37.81515,144.94093,"Entire home/apt",120,1,470,"2020-07-07",7.52,1,163
"1223",6976634,4,1125,"2020-08-21","2021-08-20","$350.00","$370.00","Stately Home with Gardens in Lilydale",36098747,"Kerry",NA,"Yarra Ranges",-37.75391,145.36876,"Entire home/apt",356,2,7,"2020-06-21",0.12,6,354
"1224",6976876,6,1125,"2020-08-21","2020-08-30","$105.00","$99.00","Quiet, Cosy & Living the St Kilda Lifestyle!",36586174,"Jen",NA,"Port Phillip",-37.87199,144.98136,"Entire home/apt",101,6,3,"2019-01-26",0.06,1,8
"1225",6982278,4,1125,"2020-08-21","2021-08-20","$165.00","$205.00","Vintage Heaven",36610747,"Jenny",NA,"Yarra Ranges",-37.64747,145.49577,"Entire home/apt",176,1,165,"2020-07-06",2.64,1,365
"1226",6998707,4,1125,"2020-08-21","2021-08-20","$70.00","$70.00","Close to airport, quiet location",36670562,"Linda",NA,"Brimbank",-37.73388,144.82311,"Private room",70,2,13,"2020-02-23",0.24,1,364
"1227",6999231,4,1125,"2020-08-22","2021-08-20","$45.00","$45.00","Boho Urban Women’s Haven in Creative Studio & Home",36496747,"Kattimoni",NA,"Maribyrnong",-37.79416,144.89592,"Private room",45,1,1,"2020-01-04",0.13,1,364
"1228",7011791,4,1125,"2020-08-22","2021-08-20","$68.00","$68.00","Room & Private bathroom in Victorian period home",2937458,"Zadia",NA,"Boroondara",-37.82959,145.04921,"Private room",68,1,80,"2020-05-10",1.35,1,364
"1229",7017140,4,1125,"2020-08-20","2021-08-19","$110.00","$90.00","Deluxe Apartment With Terrific View",30900122,"S&S",NA,"Melbourne",-37.81558,144.95276,"Entire home/apt",50,1,313,"2020-07-29",5.13,39,365
"1230",7026725,5,30,"2020-09-29","2021-05-17","$325.00","$325.00","Stylish Retreat with Huge Terrace Between the Beach and CBD",16115166,"Catherine",NA,"Port Phillip",-37.84561,144.95004,"Entire home/apt",325,5,50,"2020-03-06",0.89,1,203
"1231",7027614,2,1125,"2020-09-21","2021-08-20","$89.00","$97.00","Great Small Apartment Walk to the Melbourne CBD",36231386,"Debbie",NA,"Port Phillip",-37.83376,144.96992,"Entire home/apt",89,2,172,"2020-06-14",2.77,1,334
"1232",7053747,28,1124,"2021-01-01","2021-08-20","$67.00","$67.00","STUNNINGLY SUNNY RETRO ONE BEDROOM FLAT",5343498,"Leigh",NA,"Moreland",-37.7457,144.97534,"Entire home/apt",67,28,26,"2020-04-28",0.52,1,232
"1233",7074325,4,1125,"2020-08-22","2021-08-21","$245.00","$275.00","Richmond Vibe",6097439,"Kal",NA,"Yarra",-37.82081,145.01222,"Entire home/apt",255,2,147,"2020-03-16",2.4,1,365
"1234",7094997,4,1125,"2020-08-21","2021-08-20","$350.00","$350.00","Escape to the country for some R&R",18843751,"Anita",NA,"Yarra Ranges",-37.83723,145.48724,"Entire home/apt",350,2,51,"2020-07-10",0.9,1,362
"1235",7095182,4,1125,"2020-08-21","2021-08-20","$118.00","$155.00","Executive Apartment Furnished",6460810,"Deborah",NA,"Greater Dandenong",-37.9854,145.22171,"Entire home/apt",138,2,150,"2020-06-08",2.65,2,365
"1236",7097765,7,28,"2020-08-20","2021-08-19","$85.00","$85.00","GROOVY ST. KILDA EAST APARTMENT",37202890,"Tamar",NA,"Glen Eira",-37.87005,145.00791,"Entire home/apt",85,7,28,"2020-02-04",0.49,1,363
"1237",7119719,4,60,"2020-08-23","2021-08-20","$165.00","$250.00","Perfect Home near CBD, Airport,Train & Supermarket",3266703,"Joel",NA,"Moonee Valley",-37.76566,144.91855,"Entire home/apt",165,3,30,"2020-03-01",1.51,1,355
"1238",7122056,4,1125,"2020-08-20","2021-08-19","$66.00","$70.00","Comfortable, Bright, Spacious Room.",23371680,"Miguel",NA,"Melbourne",-37.80901,144.9624,"Private room",67,1,18,"2020-03-08",0.29,1,365
"1239",7125070,3,1125,"2020-10-21","2021-08-20","$62.00","$82.00","RoseHill Private Retreat, Free Park & Wifi",24568221,"Kerrie",NA,"Whitehorse",-37.82526,145.12927,"Entire home/apt",62,3,92,"2020-07-02",1.81,2,254
"1240",7135550,4,1125,"2020-08-23","2021-08-21","$100.00","$200.00","Action in vibrant Collingwood/Fitzroy!",33404839,"Maria",NA,"Yarra",-37.80121,144.98471,"Entire home/apt",107,1,269,"2020-06-12",4.37,1,360
"1241",7139266,4,1125,"2020-08-21","2021-08-20","$350.00","$350.00","Atelier apartment Melbourne central",37115069,"Woody",NA,"Port Phillip",-37.83179,144.9522,"Private room",350,1,0,"",NA,1,365
"1242",7150673,3,1125,"2021-04-01","2021-08-21","$99.00","$99.00","Large home with sensational views",37448777,"Graeme & Jody",NA,"Yarra Ranges",-37.74767,145.36593,"Private room",99,3,28,"2019-01-10",0.47,2,143
"1243",7151200,4,1125,"2020-08-21","2021-08-20","$50.00","$50.00","Bright and spacious single room",520066,"Susan",NA,"Bayside",-37.93903,145.01627,"Private room",50,2,28,"2020-03-20",0.51,2,363
"1244",7152953,4,35,"2020-08-20","2021-03-31","$547.00","$547.00","Chapel St townhouse, 4 Queen Beds, *A1 Location!*",34631348,"Andrew",NA,"Stonnington",-37.83927,144.99484,"Entire home/apt",547,2,62,"2020-03-15",1.01,1,156
"1245",7164370,5,100,"2020-12-06","2021-08-20","$100.00","$99.00","Modern Two Bedroom with Courtyard",417655,"Dave",NA,"Darebin",-37.76021,144.9947,"Entire home/apt",80,5,23,"2018-09-05",0.37,2,242
"1246",7169087,4,1125,"2020-08-21","2021-08-20","$50.00","$50.00","Cosy Queen",182661,"Vicky",NA,"Maroondah",-37.7954,145.28008,"Private room",50,1,18,"2019-07-27",0.39,1,365
"1247",7179992,4,1125,"2020-09-01","2020-11-18","$129.00","$99.00","Comfort & Location!  Carlton North, Melbourne.",24184626,"Julie",NA,"Yarra",-37.77939,144.96869,"Private room",102,2,92,"2020-03-22",1.5,1,79
"1248",7181300,4,14,"2020-08-20","2021-08-19","$115.00","$130.00","Private Bedroom + Bathroom",5369050,"Jamie",NA,"Melbourne",-37.81004,144.96441,"Private room",119,1,9,"2017-01-24",0.15,1,363
"1249",7186925,4,1125,"2020-08-28","2021-08-20","$74.00","$79.00","Bayside Garden Bungalow",29001170,"Martin",NA,"Kingston",-37.99953,145.09262,"Entire home/apt",74,1,288,"2020-07-24",4.74,1,358
"1250",7187642,4,1125,"2020-08-20","2021-05-17","$89.00","$89.00","Quiet modern inner city base - GHG Emissions free",31774073,"Michael",NA,"Yarra",-37.82088,145.00232,"Private room",89,1,175,"2020-03-09",3.14,2,271
"1251",7191025,4,1125,"2020-08-21","2021-08-20","$35.00","$38.00","Charming bedroom for 2",37652327,"Max",NA,"Casey",-37.97415,145.27274,"Private room",35,2,22,"2020-07-24",0.39,2,365
"1252",7207458,3,1125,"2020-09-15","2021-01-04","$308.00","$407.00","Furmston House",24986985,"Elise",NA,"Yarra Ranges",-37.65606,145.51681,"Entire home/apt",332,1,9,"2020-03-04",0.18,2,58
"1253",7210280,5,1125,"2021-02-01","2021-08-20","$127.00","$135.00","[YUN STAR] Designer Studio/ Quiet & Cosy/ Parking",37754540,"Yun J",NA,"Banyule",-37.76194,145.03254,"Entire home/apt",127,5,164,"2019-11-27",2.7,2,201
"1254",7215097,4,1125,"2020-09-01","2020-11-18","$38.00","$38.00","Amazing location, funky scifi theme",1175624,"Megan",NA,"Moreland",-37.77303,144.9592,"Private room",38,1,20,"2020-03-14",0.32,1,79
"1255",7225694,5,1125,"2020-08-20","2021-08-19","$150.00","$180.00","Oliver Lane - Boutique Accommodation - CBD",1700056,"Rodger",NA,"Melbourne",-37.81713,144.97076,"Entire home/apt",159,3,77,"2020-03-17",1.24,4,360
"1256",7229632,4,1125,"2020-08-22","2020-09-30","$380.00","$380.00","Glamorous home by the beach & CBD",4307383,"Alex",NA,"Port Phillip",-37.84182,144.94203,"Entire home/apt",380,2,0,"",NA,1,40
"1257",7231840,7,365,"2020-08-22","2021-08-20","$50.00","$50.00","$1000 permonth",37865464,"Sreehari",NA,"Monash",-37.90744,145.08406,"Private room",50,7,1,"2015-09-07",0.02,1,364
"1258",7244666,4,1125,"2020-09-19","2021-08-21","$299.00","$299.00","Modern, light and bright townhouse",37932220,"Andrew",NA,"Port Phillip",-37.87483,144.98335,"Entire home/apt",299,4,7,"2020-01-31",0.12,1,1
"1259",7247623,4,1125,"2020-08-21","2021-08-20","$200.00","$220.00","1 Bedroom ""olde world"" in Lilydale",36098747,"Kerry",NA,"Yarra Ranges",-37.75295,145.36756,"Entire home/apt",206,2,15,"2020-06-08",0.25,6,354
"1260",7252283,4,14,"2021-02-01","2021-08-20","$180.00","$200.00","Cosy Mountain Retreat - Mudbrick House on 17 acres",37969506,"Paul",NA,"Yarra Ranges",-37.72356,145.73624,"Entire home/apt",186,4,55,"2020-06-09",0.89,2,201
"1261",7267958,4,1125,"2020-08-22","2021-02-16","$150.00","$150.00","Our light-filled scandinavian 1Bed apt- Melbourne",8640305,"Brunehilde And Paul",NA,"Glen Eira",-37.89369,145.07464,"Entire home/apt",150,2,7,"2019-07-14",0.14,1,106
"1262",7270659,10,120,"2020-08-31","2021-02-16","$125.00","$85.00","Fantastic Fitzroy Garden Apartment",24340680,"Peter",NA,"Yarra",-37.80294,144.97421,"Entire home/apt",60,10,428,"2020-07-12",6.92,3,139
"1263",7279453,14,1125,"2020-08-30","2021-08-19","$68.00","$90.00","Boutique Apartment, Wifi incl.",38115112,"Yvette",NA,"Port Phillip",-37.86458,144.98144,"Entire home/apt",68,14,91,"2020-07-23",1.47,1,318
"1264",7279961,4,1125,"2020-08-21","2021-08-20","$48.00","$48.00","Highett/Moorabbin- King of the Court",38118247,"Isabelle",NA,"Kingston",-37.94283,145.04936,"Private room",48,1,76,"2020-06-25",1.23,1,330
"1265",7282046,4,1125,"2020-08-20","2021-08-19","$199.00","$219.00","Central Cosy Modern Art Deco",35056268,"Sarah And Alex",NA,"Stonnington",-37.83972,144.98748,"Entire home/apt",205,2,19,"2017-02-18",0.31,1,365
"1266",7294814,NA,NA,"2020-08-21","2021-08-21","$450.00","$470.00","3 Bedroom ""olde world"" in Lilydale",36098747,"Kerry",NA,"Yarra Ranges",-37.75228,145.36931,"Entire home/apt",456,2,30,"2019-04-22",0.5,6,1
"1267",7295055,5,1125,"2020-12-26","2021-08-20","$139.00","$139.00","Family Friendly place to call HOME",38209260,"Simone",NA,"Whitehorse",-37.83843,145.20825,"Entire home/apt",139,5,9,"2019-11-03",0.18,1,189
"1268",7298735,4,1125,"2020-08-20","2021-08-19","$168.00","$218.00","Cozy Southbank Apartment !!!!",6461902,"Jay",NA,"Melbourne",-37.82321,144.96301,"Entire home/apt",182,3,126,"2020-03-15",2.03,1,365
"1269",7313146,3,1125,"2020-09-18","2021-08-20","$240.00","$350.00","Malvern East 4 bedrms 4 living builtin Trampoline",29008039,"Ali",NA,"Stonnington",-37.88075,145.06992,"Entire home/apt",240,3,17,"2020-01-18",0.28,2,219
"1270",7329937,4,1125,"2020-08-22","2021-08-20","$85.00","$85.00","Here's something a  bit different!",6389411,"Ann And Donna",NA,"Darebin",-37.7461,144.9898,"Private room",85,2,30,"2020-02-22",0.49,1,364
"1271",7331566,2,1125,"2021-01-01","2021-08-20","$215.00","$215.00","MountainTop Olinda Dandenong Ranges",38410686,"Anton",NA,"Yarra Ranges",-37.86729,145.3635,"Entire home/apt",215,2,36,"2020-01-27",0.59,1,232
"1272",7333251,1,1125,"2021-01-31","2021-01-31","$89.00","$89.00","MODERN 2BD STYLISH PAD *POOL GYM WIFI PARKING",1739996,"Paul",NA,"Stonnington",-37.83731,144.99471,"Entire home/apt",89,1,215,"2020-03-21",3.47,73,1
"1273",7370200,4,1125,"2020-08-20","2020-11-18","$34.00","$34.00","27.MelbourneCBD GirlsRoom $22/night",14967250,"Jo",NA,"Melbourne",-37.81549,144.95426,"Shared room",34,3,9,"2020-03-31",0.16,25,90
"1274",7370701,2,365,"2020-09-14","2021-08-20","$142.00","$280.00","Melbourne Cottage with parking near market  MSAC",1300320,"Christopher",NA,"Port Phillip",-37.8357,144.95459,"Entire home/apt",164,2,73,"2020-05-31",1.19,2,341
"1275",7373971,3,365,"2020-12-07","2021-08-20","$225.00","$279.00","Victorian beauty 6 km from city CBD",38632342,"Justin",NA,"Maribyrnong",-37.82249,144.88121,"Entire home/apt",99,2,223,"2020-08-03",3.89,2,230
"1276",7388169,4,1125,"2020-08-22","2021-08-20","$135.00","$179.00","Unwind in a Stylish Art Deco Apartment in East Melbourne",38704544,"Jo",NA,"Melbourne",-37.81199,144.98277,"Entire home/apt",135,1,112,"2020-06-13",1.82,1,362
"1277",7389526,4,1125,"2020-08-20","2021-08-19","$375.00","$425.00","Charming St.Kilda House",1121608,"Nelson",NA,"Port Phillip",-37.85881,144.97458,"Entire home/apt",389,2,56,"2018-12-26",0.92,1,365
"1278",7389620,4,1125,"2020-08-21","2021-08-20","$180.00","$180.00","Chestnut Cottage",38715133,"Catherine",NA,"Yarra Ranges",-37.88078,145.37391,"Entire home/apt",180,1,131,"2020-07-08",2.23,1,270
"1279",7393805,2,1125,"2021-07-11","2021-08-19","$189.00","$220.00","City Views 2 BR APT, Close to MCG, East Melb",38738502,"Letitia",NA,"Yarra",-37.80904,144.98505,"Entire home/apt",198,2,104,"2020-03-22",1.68,1,40
"1280",7394631,4,1125,"2020-08-20","2020-11-18","$34.00","$34.00","25.MelbourneCBD BoysRoom $22/night",14967250,"Jo",NA,"Melbourne",-37.81448,144.95422,"Shared room",34,3,17,"2018-08-28",0.28,25,90
"1281",7399871,2,1125,"2020-10-25","2021-08-20","$69.00","$74.00","Self contained Apartment - kitchen ensuite washer",36005104,"Diane",NA,"Maroondah",-37.79665,145.3015,"Entire home/apt",69,2,30,"2020-07-06",1.28,1,294
"1282",7404342,7,1125,"2020-08-20","2021-08-19","$150.00","$150.00","Spacious one-bedroom city apartment",189592,"Peter",NA,"Melbourne",-37.81692,144.96037,"Entire home/apt",150,7,3,"2018-08-10",0.09,1,363
"1283",7406758,4,1125,"2020-08-22","2021-08-20","$200.00","$200.00","Light filled inner city apartment",6249783,"Rachel",NA,"Yarra",-37.81806,145.01405,"Entire home/apt",200,3,13,"2019-08-24",0.22,1,364
"1284",7407410,3,28,"2020-12-21","2021-01-10","$350.00","$350.00","Ideally located family home",37213245,"Melissa",NA,"Moreland",-37.77021,144.97737,"Entire home/apt",350,3,9,"2018-12-30",0.16,1,21
"1285",7410780,4,1125,"2020-08-21","2021-08-20","$100.00","$350.00","Beautiful mountain views",38827761,"Sarah",NA,"Yarra Ranges",-37.89743,145.4071,"Entire home/apt",136,4,0,"",NA,1,316
"1286",7420426,3,90,"2020-10-01","2021-08-20","$95.00","$95.00","Private Bohemian Haven",22136790,"Gabrielle",NA,"Glen Eira",-37.89516,145.04262,"Entire home/apt",95,3,39,"2020-03-25",0.65,2,324
"1287",7423888,4,1125,"2020-08-20","2021-08-19","$195.00","$295.00","New York style apartment with city views!",8716575,"Lauren",NA,"Stonnington",-37.83544,144.9947,"Entire home/apt",224,2,2,"2018-03-24",0.06,1,365
"1288",7426490,4,1125,"2020-08-31","2020-11-18","$80.00","$80.00","Spacious Warehouse Apartment on Flinders Lane.",18243403,"Bronwyn",NA,"Melbourne",-37.81611,144.96832,"Private room",80,3,223,"2020-04-23",3.75,1,19
"1289",7439654,5,1125,"2020-08-21","2021-08-20","$250.00","$290.00","Stunning St Kilda Bayside Apartment",38974508,"Michael",NA,"Port Phillip",-37.87164,144.98364,"Entire home/apt",261,5,23,"2020-03-14",0.39,1,363
"1290",7455450,5,1125,"2021-01-13","2021-02-16","$132.00","$132.00","Brunswick East with park surrounds",8981517,"Stephen And Susan",NA,"Moreland",-37.76151,144.97998,"Entire home/apt",132,5,9,"2017-01-21",0.15,1,35
"1291",7460105,14,99,"2020-09-14","2021-08-20","$193.00","$417.00","South Yarra 14 night - Two Bedroom Apartment",291711337,"South Yarra Grand",NA,"Stonnington",-37.8366,144.99253,"Entire home/apt",104,1,33,"2019-10-06",0.54,6,341
"1292",7461546,4,1125,"2020-08-21","2021-08-19","$350.00","$350.00","Green Haven Cottage",39082433,"Andrew",NA,"Yarra Ranges",-37.88215,145.36802,"Entire home/apt",350,1,54,"2020-03-07",1.01,1,300
"1293",7462653,2,14,"2020-09-14","2021-08-20","$250.00","$280.00","Gembrook Cottages - Bluebells",39089954,"Marco",NA,"Cardinia",-37.95211,145.55137,"Entire home/apt",259,1,21,"2020-07-01",0.35,3,332
"1294",7463312,4,1125,"2020-08-21","2021-08-20","$279.00","$279.00","Executive 4 Bedroom Townhouse with Stunning view",39093981,"Don",NA,"Greater Dandenong",-37.99213,145.20357,"Entire home/apt",279,3,5,"2020-02-27",0.08,5,365
"1295",7468159,4,1125,"2020-09-01","2021-08-20","$279.00","$279.00","Executive 4 Bedroom Townhouse with Stunning view",39093981,"Don",NA,"Greater Dandenong",-37.99279,145.20464,"Entire home/apt",279,3,10,"2019-12-02",0.27,5,354
"1296",7490588,4,1125,"2020-08-20","2020-11-18","$169.00","$75.00","Sanitised* quiet CBD 2 bed apt 4beds",27519695,"Rachel & Ivan",NA,"Melbourne",-37.81478,144.95155,"Entire home/apt",102,4,402,"2020-06-29",6.49,4,91
"1297",7501157,4,30,"2020-11-23","2021-08-20","$80.00","$90.00","The Jindalee Suite - Healesville (farm stay)",23119426,"Victoria",NA,"Yarra Ranges",-37.68402,145.54775,"Private room",83,2,16,"2019-12-01",0.29,1,271
"1298",7518819,4,18,"2020-08-20","2021-02-16","$79.00","$89.00","Richmond private room and bathroom",39398200,"Jane",NA,"Yarra",-37.81234,145.00681,"Private room",82,2,96,"2020-03-17",1.57,1,181
"1299",7519339,4,1125,"2020-08-21","2020-09-27","$170.00","$220.00","Yarra Valley - Acorn Cottage",32389049,"William",NA,"Yarra Ranges",-37.80661,145.4695,"Entire home/apt",184,1,118,"2020-07-09",1.95,1,37
"1300",7549419,3,1125,"2020-12-11","2021-02-17","$101.00","$99.00","Room in Boho apartment in St Kilda",138187,"Julie",NA,"Port Phillip",-37.87273,144.98204,"Private room",53,3,111,"2020-03-20",1.83,2,69
"1301",7569498,2,1125,"2020-10-17","2021-08-20","$180.00","$190.00","Charming Victorian House - beautiful suburb of Kew",11987552,"Kym",NA,"Boroondara",-37.81137,145.03608,"Entire home/apt",183,2,174,"2020-06-14",2.83,2,298
"1302",7583340,7,60,"2020-11-01","2021-08-20","$50.00","$50.00","Cosy Home close to transport, shops",39765582,"Rakesh",NA,"Boroondara",-37.85084,145.08262,"Private room",50,7,19,"2018-08-11",0.41,1,293
"1303",7584245,4,1125,"2020-08-20","2021-08-19","$148.00","$280.00","Two Bedrooms in heart of Melbourne CBD",24100840,"Ding",NA,"Melbourne",-37.81636,144.96686,"Entire home/apt",280,2,128,"2020-03-16",2.1,1,364
"1304",7600127,4,1125,"2020-08-20","2021-08-19","$130.00","$140.00","Light filled apartment in Carlton",5726103,"Evie",NA,"Melbourne",-37.79394,144.97352,"Entire home/apt",133,2,95,"2020-01-26",1.82,1,363
"1305",7623496,4,1125,"2020-08-20","2021-08-19","$225.00","$225.00","St Kilda Road apartment with views.",39990768,"Ann",NA,"Port Phillip",-37.83635,144.97427,"Entire home/apt",225,3,41,"2020-03-16",0.67,1,365
"1306",7638276,4,6,"2020-08-28","2021-05-17","$170.00","$170.00","Stunning and spacious CBD apartment",6354616,"Simon",NA,"Melbourne",-37.8095,144.9516,"Entire home/apt",170,4,8,"2019-08-25",0.21,1,263
"1307",7646049,4,1125,"2020-08-20","2020-09-27","$105.00","$115.00","The Onyx studio in Melb CBD- FREE TRAM POOL GYM",35789055,"Melbourne Sky Apartment",NA,"Melbourne",-37.81571,144.95303,"Entire home/apt",108,1,265,"2020-08-07",4.33,31,4
"1308",7655167,1,1125,"2020-09-20","2021-08-20","$170.00","$170.00","Secluded private cottage",40177435,"Diana",NA,"Manningham",-37.73588,145.23086,"Entire home/apt",170,1,89,"2020-07-06",1.46,1,206
"1309",7664906,4,1125,"2020-09-01","2021-08-20","$750.00","$800.00","Mount Dandenong/Dandenong Ranges VIC Holly Lodge",40237208,"Stephen",NA,"Yarra Ranges",-37.81405,145.3739,"Entire home/apt",786,2,5,"2017-04-22",0.08,6,354
"1310",7665500,4,1125,"2020-08-21","2021-08-20","$310.00","$310.00","SeasideSpa Retreat Large Pool Apartment",40242016,"Jillian",NA,"Kingston",-38.01978,145.09815,"Entire home/apt",310,1,7,"2020-01-09",0.16,3,357
"1311",7666441,4,1125,"2020-08-20","2021-02-16","$60.00","$80.00","Queen Room Beautiful Hostel Best location near CBD",10812760,"Frank",NA,"Yarra",-37.80835,144.99386,"Private room",70,1,33,"2020-03-30",0.6,14,181
"1312",7666459,4,1125,"2020-08-27","2021-02-16","$32.00","$55.00","Clean Self Isolating Capsule Pod Free Breakfast",10812760,"Frank",NA,"Yarra",-37.80931,144.99336,"Private room",31,1,63,"2020-03-27",1.03,14,174
"1313",7666691,2,10,"2020-12-20","2021-08-20","$115.00","$120.00","Charming pioneer cottage",1769075,"Rob And Libby",NA,"Yarra Ranges",-37.88667,145.39762,"Entire home/apt",116,2,162,"2020-03-18",2.72,1,202
"1314",7667654,1,1125,"2020-09-14","2021-08-19","$70.00","$85.00","Modern  Apartment Melbourne CBD",37640288,"Khee Leng",NA,"Melbourne",-37.81569,144.95427,"Entire home/apt",70,1,296,"2020-07-23",4.85,1,308
"1315",7667934,4,1125,"2020-08-22","2021-02-17","$115.00","$115.00","Modern CBD Apartment in brilliant location",31371261,"Kathryn",NA,"Melbourne",-37.80945,144.95734,"Entire home/apt",115,2,164,"2020-03-15",2.73,1,180
"1316",7670054,1,1125,"2021-01-01","2021-08-21","$77.00","$98.00","Charming retreat, mountain views",40270045,"Sharyn",NA,"Yarra Ranges",-37.74641,145.70845,"Private room",77,1,45,"2020-06-27",0.78,1,233
"1317",7680944,5,365,"2020-08-23","2021-08-21","$185.00","$185.00","Abbotsford Short Stay Luxury, Style & Location",22630928,"Shelley",NA,"Yarra",-37.81173,145.01349,"Entire home/apt",185,5,22,"2020-08-07",0.37,17,356
"1318",7681119,4,1125,"2020-09-01","2021-08-20","$89.00","$99.00","Studio close to beach and city",22412787,"Suzie",NA,"Port Phillip",-37.83965,144.94067,"Entire home/apt",89,2,146,"2020-07-02",2.46,1,329
"1319",7683840,4,1125,"2020-08-21","2021-02-17","$188.00","$240.00","ELWOOD HAVEN - A HOME AWAY FROM HOME",31196561,"Ester",NA,"Port Phillip",-37.87397,144.9835,"Entire home/apt",203,3,10,"2020-03-17",0.17,2,178
"1320",7697528,4,1125,"2020-08-31","2021-08-20","$36.00","$36.00","A great base to explore from - cosy and comfy",2747778,"Jane",NA,"Port Phillip",-37.86106,144.99207,"Private room",36,2,123,"2020-04-05",2.11,1,355
"1321",7725883,1,1125,"2020-11-02","2021-08-19","$124.00","$172.00","Home of Peace",40595688,"金平",NA,"Stonnington",-37.83924,144.99643,"Entire home/apt",124,1,14,"2020-03-05",1.78,2,178
"1322",7735768,5,365,"2020-10-31","2021-08-19","$190.00","$375.00","!Huge 2 Bedroom Melbourne CBD Pad & Netflix!",9510598,"Daniela And Taj",NA,"Melbourne",-37.81577,144.96416,"Entire home/apt",110,1,231,"2020-04-29",3.77,21,293
"1323",7747724,14,1125,"2020-08-20","2021-05-31","$60.00","$70.00","Collins street Apartments PRIME Location SPECIAL",14251879,"Karen",NA,"Melbourne",-37.8161,144.96501,"Entire home/apt",60,14,72,"2018-01-22",1.19,1,112
"1324",7752488,4,1125,"2020-08-21","2021-08-20","$50.00","$50.00","A night stay",40759472,"Dj",NA,"Maribyrnong",-37.78619,144.8845,"Private room",50,1,2,"2018-03-19",0.03,1,365
"1325",7763571,4,1125,"2020-08-23","2021-08-20","$250.00","$250.00","A charming Victorian terrace",40826446,"Noelene",NA,"Moreland",-37.77319,144.97441,"Entire home/apt",250,1,59,"2020-03-14",0.99,1,361
"1326",7767452,4,1125,"2020-08-22","2021-08-20","$100.00","$125.00","Cosy, compact studio apartment.",138184,"Annie",NA,"Yarra",-37.78213,144.98808,"Entire home/apt",107,1,78,"2020-03-18",1.28,1,358
"1327",7775997,90,365,"2020-08-21","2021-02-17","$30.00","$30.00","FULL FURNITURE COSY SINGLE ROOM",40908292,"Tina",NA,"Moreland",-37.69991,144.9392,"Private room",30,90,2,"2019-03-31",0.11,12,181
"1328",7778195,4,1125,"2020-10-25","2021-02-17","$338.00","$338.00","Maroondah 3 Bedroom house",40571613,"Cindy",NA,"Maroondah",-37.80188,145.30672,"Entire home/apt",338,4,18,"2017-04-13",0.3,2,116
"1329",7778211,4,7,"2020-08-21","2021-08-20","$89.00","$89.00","Comfortable Townhouse.",40920878,"Robert",NA,"Stonnington",-37.86251,145.0227,"Private room",89,2,49,"2020-03-07",0.82,1,365
"1330",7779973,4,1125,"2020-08-21","2021-08-20","$175.00","$175.00","Rustic Stable House",39804568,"Deb And Ian",NA,"Yarra Ranges",-37.76085,145.42523,"Entire home/apt",175,1,262,"2020-07-08",4.39,1,348
"1331",7780598,4,1125,"2020-08-22","2021-08-20","$190.00","$190.00","Spacious Cosy 2BR/2.5BTH Townhouse U2",10785219,"Christina",NA,"Manningham",-37.78692,145.13944,"Entire home/apt",190,2,78,"2020-02-23",1.34,4,364
"1332",7809626,4,1125,"2020-09-01","2021-08-20","$109.00","$109.00","HENDERS VIEW at Forest Hill",14391341,"Kathie & Robert",NA,"Whitehorse",-37.83715,145.16054,"Entire home/apt",109,4,28,"2020-03-13",0.61,3,354
"1333",7809766,4,1125,"2020-09-01","2021-08-20","$82.00","$82.00","LORIKEET at HENDERS Forest Hill",14391341,"Kathie & Robert",NA,"Whitehorse",-37.8377,145.16068,"Entire home/apt",82,3,17,"2020-03-21",0.29,3,354
