"","listing_id","minimum_nights.x","maximum_nights","listing_start_date","listing_end_date","min_price","max_price","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights.y","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"5559",24305315,5,30,"2021-01-01","2021-08-20","$190.00","$190.00","Stylish Newly Renovated Home in Inner Melbourne",2716939,"Marnie",NA,"Yarra",-37.8028,144.99703,"Entire home/apt",190,5,15,"2020-01-26",0.56,1,232
"5560",24308164,2,1125,"2020-10-15","2021-08-20","$100.00","$140.00","Modern, new & clean Guest House-10 min to airport.",142763336,"Monique",NA,"Moreland",-37.72396,144.92172,"Entire home/apt",100,2,53,"2020-03-19",1.99,1,304
"5561",24310588,4,14,"2020-08-20","2020-11-18","$65.00","$65.00","Stylish art-filled private room in St Kilda",38619109,"Caroline",NA,"Port Phillip",-37.8634,144.98311,"Private room",65,2,65,"2020-06-14",2.44,2,91
"5562",24312212,NA,NA,"2020-08-21","2021-08-21","$160.00","$170.00","Barb's B&B Healesville",183418993,"Barb",NA,"Yarra Ranges",-37.66446,145.51162,"Entire home/apt",163,1,104,"2020-07-08",3.8,1,1
"5563",24314119,4,1125,"2020-08-20","2021-02-16","$225.00","$225.00","Modern and Elegant 3 Bedroom City Apartment",146057907,"CS Short Stay",NA,"Melbourne",-37.81053,144.957,"Entire home/apt",225,3,51,"2020-03-02",1.81,2,181
"5564",24315251,4,1125,"2020-09-06","2021-08-19","$160.00","$160.00","Newly renovated apartment in the heart of the city",59301951,"Ethan",NA,"Melbourne",-37.81088,144.96598,"Entire home/apt",160,3,44,"2020-06-04",2.11,11,336
"5565",24315602,5,1000,"2020-09-27","2021-02-16","$113.00","$275.00","★ Sunny and Spacious ★ Double-Story Home",299609324,"Matthew",NA,"Port Phillip",-37.87311,144.99781,"Entire home/apt",94,2,78,"2020-04-06",2.77,31,141
"5566",24316122,3,60,"2021-02-22","2021-08-19","$550.00","$550.00","Docklands Melbourne Star One Bedroom apartment",41766844,"Lyn",NA,"Melbourne",-37.81523,144.93972,"Entire home/apt",550,3,2,"2020-02-03",0.18,10,179
"5567",24317871,1,28,"2020-10-01","2021-02-16","$130.00","$99.00","Stylish/ 1br apartment in a perfect location!",35434880,"Emma",NA,"Port Phillip",-37.86735,144.98465,"Entire home/apt",108,1,7,"2020-03-30",0.24,1,139
"5568",24318140,4,1125,"2020-08-22","2020-11-18","$98.00","$98.00","Fully-furnished private room with private bathroom",163408734,"Kexin",NA,"Monash",-37.91618,145.13842,"Private room",98,2,0,"",NA,1,89
"5569",24319565,4,1125,"2020-08-20","2021-08-19","$150.00","$250.00","Gertrude Modern Classic apartment",183482977,"Rhiannon",NA,"Yarra",-37.80673,144.97799,"Entire home/apt",164,1,92,"2020-06-14",3.35,1,365
"5570",24320140,1,1125,"2020-12-06","2021-08-21","$125.00","$175.00","Beautiful bayside home close to the beach",8341114,"Anita",NA,"Kingston",-38.00621,145.09317,"Entire home/apt",103,1,153,"2020-07-09",5.54,1,252
"5571",24321308,1,1125,"2021-02-01","2021-05-18","$95.00","$95.00","Yarra Valley Views, spacious  bedroom with ensuite",121442497,"André & Pauline",NA,"Yarra Ranges",-37.72521,145.38847,"Private room",95,1,99,"2020-06-13",3.54,1,107
"5572",24324368,1125,1125,"2020-08-21","2021-01-31","$110.00","$90.00","The Golden Wheat in Melbourne CBD",30900122,"S&S",NA,"Melbourne",-37.81481,144.95245,"Entire home/apt",50,1125,4,"2018-05-20",0.14,39,164
"5573",24338174,4,1125,"2020-08-21","2020-11-18","$65.00","$65.00","Sunny Modern Apartment with Mid-Century Comfort",36677187,"Nga",NA,"Moreland",-37.77897,144.97737,"Private room",65,2,94,"2020-07-06",3.29,1,90
"5574",24339307,4,1125,"2020-08-21","2021-08-19","$142.00","$703.00","Spacious 3BR 2 carparks near arts precinct",55324450,"Bruce",NA,"Melbourne",-37.82358,144.96536,"Entire home/apt",151,1,45,"2020-06-27",1.58,71,352
"5575",24339542,14,1125,"2020-08-20","2021-07-19","$110.00","$263.00","1BR City Apt close to Hardware Ln (FREE PARKING)",50626167,"Short Stay",NA,"Melbourne",-37.81156,144.95711,"Entire home/apt",110,14,18,"2020-03-05",0.65,15,331
"5576",24340996,4,7,"2020-08-23","2020-11-18","$30.00","$30.00","Modern & clean private room in apartment with gym",38927964,"Dwayne",NA,"Boroondara",-37.84807,145.07485,"Private room",30,1,17,"2020-02-08",0.69,1,88
"5577",24344291,4,40,"2020-08-31","2021-08-20","$140.00","$157.00","Tooradin Unit  'Fairwind'  5 acre property",91043213,"Diana",NA,"Casey",-38.19475,145.38847,"Entire home/apt",140,1,32,"2020-02-21",1.22,1,355
"5578",24356997,14,1124,"2020-09-01","2021-08-20","$101.00","$98.00","Domi Rentals - The Carlisle Apartments",45356831,"Domi",NA,"Port Phillip",-37.87324,144.99681,"Entire home/apt",54,14,10,"2020-05-18",0.38,63,354
"5579",24357804,2,1125,"2020-09-15","2021-01-07","$100.00","$75.00","Stylish Melbourne CBD Lighthouse Apartment",179820792,"Judy & Mathew",NA,"Melbourne",-37.8074,144.95986,"Entire home/apt",63,2,75,"2020-03-19",2.66,2,115
"5580",24364985,4,1125,"2020-08-21","2021-08-20","$115.00","$135.00","Do Beach Activities From an Apartment in Trendy St Kilda",15881743,"Rebecca",NA,"Port Phillip",-37.86737,144.98045,"Entire home/apt",121,2,17,"2020-03-11",0.75,4,365
"5581",24377094,NA,NA,"2020-08-21","2021-02-25","$240.00","$390.00","Healesville Cottage",99283096,"Mike",NA,"Yarra Ranges",-37.65725,145.51183,"Entire home/apt",283,2,88,"2020-07-03",3.09,1,0
"5582",24377856,4,13,"2020-08-20","2021-08-19","$48.00","$48.00","Convenient and close situated St kilda  apartment",37102121,"Morgan",NA,"Port Phillip",-37.86727,144.98203,"Private room",48,1,0,"",NA,1,365
"5583",24379326,7,1125,"2020-08-20","2021-08-19","$55.00","$55.00","Private room in Penthouse apartment",4635285,"Harry",NA,"Port Phillip",-37.85872,144.97792,"Private room",55,7,1,"2019-09-09",0.09,2,353
"5584",24379456,2,2,"2020-09-25","2021-08-19","$92.00","$92.00","SPACIOUS, CONVENIENT, CHIC *WIFI GYM POOL PARKING",1739996,"Paul",NA,"Melbourne",-37.82315,144.96644,"Entire home/apt",92,1,128,"2020-05-08",4.48,73,329
"5585",24382800,4,1125,"2020-09-18","2021-08-19","$1,000.00","$90.00","30th floor with magnificent city views",4318585,"Toby",NA,"Melbourne",-37.82532,144.96311,"Entire home/apt",110,1,98,"2020-07-11",3.6,3,336
"5586",24386733,4,1125,"2020-08-21","2021-08-20","$119.00","$131.00","Berwick Family Retreat - Free WiFi & Parking",98924468,"Junlee",NA,"Casey",-38.05686,145.34222,"Entire home/apt",119,2,33,"2020-07-16",1.3,1,363
"5587",24399069,4,1125,"2020-09-03","2021-08-20","$79.00","$98.00","Mornington Peninsula Paradise - 
Self-contained cottage.",369770,"Julia",NA,"Frankston",-38.16681,145.11482,"Entire home/apt",81,2,58,"2020-06-26",2.42,3,350
"5588",24413789,4,1125,"2020-08-21","2020-12-12","$115.00","$115.00","Boutique studio suite close to Knox Hospital",184323072,"Kim & Rob",NA,"Knox",-37.85183,145.23338,"Entire home/apt",115,1,99,"2020-07-04",3.48,1,109
"5589",24431012,3,1125,"2020-10-29","2021-08-18","$405.00","$605.00","Stunning Views at a Yarra River Retreat in Warrandyte",1649213,"Trish",NA,"Manningham",-37.74126,145.19942,"Entire home/apt",491,2,43,"2020-02-21",1.63,1,250
"5590",24434338,4,1125,"2020-08-21","2021-08-20","$200.00","$250.00","Le Cabin ~ Warburton",88051903,"Yarra Valley Rentals",NA,"Yarra Ranges",-37.75219,145.68755,"Entire home/apt",214,2,21,"2020-07-03",0.91,9,365
"5591",24434934,3,1125,"2020-10-06","2021-08-21","$239.00","$319.00","Wild Orchid Olinda🌿 Private Self Contained Cottage",184535775,"Pia",NA,"Yarra Ranges",-37.85287,145.36071,"Entire home/apt",262,2,42,"2020-07-01",1.5,1,301
"5592",24435177,3,1125,"2020-09-23","2020-11-18","$115.00","$135.00","Richmond Apartment with Parking - Walk to MCG",184537966,"Tim",NA,"Yarra",-37.81299,144.99342,"Entire home/apt",121,3,62,"2020-03-14",2.2,1,57
"5593",24438431,4,1125,"2020-08-21","2021-08-20","$47.00","$60.00","Short or long term Studio close to Melbourne CBD",174864582,"Belinda",NA,"Darebin",-37.73986,145.00552,"Entire home/apt",47,1,105,"2020-08-09",4.02,1,364
"5594",24441722,4,1125,"2020-08-20","2020-11-18","$130.00","$130.00","St Kilda's iconic building, The George",181637059,"Ollie",NA,"Port Phillip",-37.85904,144.97768,"Entire home/apt",130,2,2,"2020-03-14",0.34,1,91
"5595",24443248,4,1125,"2020-08-24","2020-11-20","$85.00","$85.00","Beautiful private room with en-suite and balcony",87894793,"Yanet",NA,"Cardinia",-38.07359,145.4338,"Private room",85,1,1,"2020-06-13",0.42,1,89
"5596",24453427,2,1125,"2020-09-14","2021-08-20","$820.00","$820.00","The Dan - Live above the clouds",110945366,"Jun",NA,"Yarra Ranges",-37.90185,145.39711,"Entire home/apt",820,2,53,"2020-07-17",1.88,1,318
"5597",24457830,3,4,"2020-12-01","2021-08-19","$480.00","$480.00","THE BOULEVARDE GEM",23354422,"Robyn",NA,"Port Phillip",-37.85476,144.98206,"Entire home/apt",480,3,0,"",NA,2,262
"5598",24460505,4,31,"2020-08-21","2021-08-20","$150.00","$150.00","Cosy Appartment in Brunswick West",126932715,"Mark",NA,"Moreland",-37.75992,144.93948,"Private room",150,1,0,"",NA,1,365
"5599",24461340,NA,NA,"2020-08-20","2021-02-16","$55.00","$55.00","Home Sweet Home",33075589,"Clarinna",NA,"Melbourne",-37.81046,144.96196,"Private room",55,6,2,"2020-03-17",0.36,1,0
"5600",24476865,30,1125,"2020-09-30","2021-08-19","$100.00","$371.00","Royal Stays 1 Bdr Apt Near the Crown (RS2801)",4170460,"Royal Stays",NA,"Port Phillip",-37.8287,144.95909,"Entire home/apt",108,1,4,"2019-12-26",0.16,37,324
"5601",24477588,4,1125,"2020-09-01","2021-08-20","$70.00","$70.00","Comfortable and quiet Studio in Thornbury",32464851,"David",NA,"Darebin",-37.76105,144.99875,"Private room",70,2,46,"2020-07-01",1.62,1,354
"5602",24480685,27,365,"2020-09-26","2021-08-19","$113.00","$518.00","Royal Stays|Near Casino|Wifi|Kitchen|Laundry|Prime Location",181538235,"Shahrukh",NA,"Port Phillip",-37.82863,144.95863,"Entire home/apt",119,1,3,"2019-08-26",0.15,34,328
"5603",24480723,27,365,"2020-09-30","2021-08-19","$119.00","$581.00","Royal Stays|Near Casino|Wifi|Kitchen|Laundry|Prime Location",181538235,"Shahrukh",NA,"Port Phillip",-37.82863,144.95863,"Entire home/apt",124,1,5,"2020-01-02",0.19,34,324
"5604",24480783,1,365,"2021-06-01","2021-08-19","$206.00","$206.00","Royal Stays|Near Casino|Wifi|Kitchen|Laundry|Prime Location",181538235,"Shahrukh",NA,"Melbourne",-37.8277,144.95955,"Entire home/apt",128,1,5,"2019-12-31",0.33,34,80
"5605",24480871,27,365,"2020-08-27","2021-08-19","$128.00","$574.00","Royal Stays|Near Casino|Wifi|Kitchen|Laundry|Prime Location",181538235,"Shahrukh",NA,"Melbourne",-37.82321,144.96338,"Entire home/apt",145,1,2,"2020-01-07",0.1,34,358
"5606",24480957,27,365,"2020-09-19","2021-08-19","$133.00","$427.00","Royal Stays|Near Casino|Wifi|Kitchen|Laundry|Prime Location",181538235,"Shahrukh",NA,"Melbourne",-37.8277,144.95955,"Entire home/apt",145,1,9,"2019-10-13",0.35,34,335
"5607",24481326,4,30,"2020-08-21","2021-08-20","$420.00","$599.00","Lucy's Blackwood House",184683262,"Lucy",NA,"Yarra Ranges",-37.64872,145.52401,"Entire home/apt",445,1,36,"2020-07-08",1.32,1,334
"5608",24484639,1,1125,"2021-03-01","2021-08-20","$180.00","$180.00","Pleasant Valley Cottage",184953854,"Lynne",NA,"Cardinia",-38.04122,145.48196,"Entire home/apt",180,1,35,"2020-07-04",1.56,1,173
"5609",24485500,4,1125,"2020-09-01","2020-11-18","$95.00","$96.00","Spacious Apt Southern Cross Station Spencer Street",173954202,"Tania",NA,"Melbourne",-37.8177,144.95255,"Entire home/apt",95,2,134,"2020-03-21",4.79,2,79
"5610",24486707,2,30,"2020-09-14","2020-11-18","$43.00","$43.00","Country comfort in Essendon! Close 2 all transport",23656181,"Val",NA,"Moonee Valley",-37.75685,144.91472,"Private room",43,1,67,"2020-03-18",2.36,1,66
"5611",24499746,3,1124,"2020-09-19","2021-08-20","$170.00","$180.00","One Bedroom Apartment Next to Hospitals and shops",16266564,"Leigh",NA,"Banyule",-37.75482,145.0583,"Entire home/apt",172,3,6,"2020-03-17",0.22,7,336
"5612",24500074,3,300,"2020-12-19","2021-08-20","$180.00","$210.00","2 Bedroom Apartment next to Hospitals CENTRAL Hbrg",16266564,"Leigh",NA,"Banyule",-37.75482,145.0583,"Entire home/apt",189,3,15,"2020-02-15",1.11,7,245
"5613",24501075,4,80,"2020-09-09","2020-09-09","$17.00","$17.00","BnB on Chomley",185092293,"Chris",NA,"Stonnington",-37.85697,145.00558,"Entire home/apt",17,3,48,"2019-12-19",1.73,1,1
"5614",24502350,4,1124,"2020-08-28","2020-09-13","$65.00","$65.00","Docklands Urban Luxe Apartment MARVEL STADIUM",185103366,"Lily And P",NA,"Melbourne",-37.81309,144.93727,"Entire home/apt",67,2,102,"2020-07-20",3.6,2,17
"5615",24502405,90,1125,"2020-08-20","2021-02-16","$169.00","$219.00","Sunlight apt 2bedroom sleep 6 free parking & pool",185104456,"Ivan And Rachel",NA,"Melbourne",-37.81479,144.95332,"Entire home/apt",183,90,68,"2020-03-21",2.52,2,181
"5616",24503043,4,1125,"2020-08-20","2021-08-19","$190.00","$225.00","40 m² 1-BR on SIMPSON STREET, MELBOURNE",156409670,"Rj",NA,"Melbourne",-37.81379,144.9887,"Private room",200,3,0,"",NA,23,364
"5617",24504489,4,1125,"2020-08-20","2021-08-19","$330.00","$400.00","100 m² STUNNING 2-BR on SIMPSON STREET, MELBOURNE",156409670,"Rj",NA,"Melbourne",-37.80987,144.98823,"Private room",350,2,0,"",NA,23,364
"5618",24505652,4,7,"2020-08-20","2021-08-19","$130.00","$130.00","Apartment Melbourne CBD, Bookings from 1 June 2020",185125163,"Sarah",NA,"Melbourne",-37.8118,144.97172,"Entire home/apt",130,2,32,"2020-06-28",2.42,1,356
"5619",24507359,4,1125,"2020-08-21","2020-11-19","$60.00","$60.00","Lovely room with queen bed",174810686,"Emily",NA,"Kingston",-37.94221,145.05947,"Private room",60,1,1,"2018-05-15",0.04,1,90
"5620",24509781,1,1125,"2020-10-01","2021-08-19","$89.00","$89.00","Melbourne home with a view and plenty of sunlight",185153943,"Kash",NA,"Melbourne",-37.81417,144.95302,"Entire home/apt",89,1,129,"2020-03-11",4.69,1,310
"5621",24526947,5,365,"2020-08-24","2021-08-20","$120.00","$120.00","Luxurious lifestyle that you are  looking for.",22630928,"Shelley",NA,"Port Phillip",-37.84117,144.93993,"Entire home/apt",120,5,15,"2020-06-18",0.54,17,362
"5622",24531377,4,180,"2020-08-21","2020-11-19","$39.00","$42.00","5mins from LaTrobe uni & Bundoora RMIT by Tram",14309847,"Madeline",NA,"Banyule",-37.69572,145.06368,"Private room",40,2,8,"2020-02-14",0.3,1,91
"5623",24534273,4,7,"2020-08-21","2020-11-19","$60.00","$60.00","INNER CITY TOWNHOUSE",185283382,"Kristina",NA,"Moreland",-37.72002,144.91726,"Private room",60,1,1,"2019-09-28",0.09,1,84
"5624",24535102,5,1125,"2020-10-01","2021-08-21","$35.00","$35.00","GODDESS ABODE",70873110,"Julia",NA,"Hobsons Bay",-37.82028,144.84779,"Private room",35,1,12,"2020-05-04",0.43,2,1
"5625",24542349,4,1125,"2020-08-20","2020-11-18","$50.00","$50.00","Art Deco City Pad",3929223,"Lauren",NA,"Melbourne",-37.80394,144.96037,"Private room",50,1,12,"2019-07-27",0.52,1,90
"5626",24545336,2,30,"2020-10-01","2021-08-20","$100.00","$150.00","Sparkling Clean Apartment 10km from CBD",11250493,"Gail",NA,"Bayside",-37.90827,145.01339,"Entire home/apt",106,2,46,"2020-03-24",1.65,1,312
"5627",24547442,1,1125,"2020-10-01","2021-08-21","$458.00","$458.00","Happy Cozy House（快乐大家庭）",185444245,"Shujuan",NA,"Wyndham",-37.89821,144.73053,"Entire home/apt",458,1,40,"2020-02-29",1.49,6,314
"5628",24548874,3,1125,"2020-10-01","2021-02-16","$100.00","$85.00","Stunning Apartment, Gym, Pool, Sensational Views",16362698,"Mal",NA,"Melbourne",-37.8104,144.95011,"Entire home/apt",80,3,42,"2020-02-28",1.57,1,139
"5629",24549960,4,1125,"2020-08-20","2021-08-19","$474.00","$474.00","2-BR, STUNNING VIEWS OF PORT PHILIP BAY",138649185,"Paridhi",NA,"Melbourne",-37.82535,144.9612,"Private room",474,3,0,"",NA,14,363
"5630",24550883,4,14,"2020-08-21","2020-11-16","$120.00","$120.00","Sally's Place",5274460,"Sally",NA,"Yarra Ranges",-37.8558,145.36222,"Entire home/apt",120,1,49,"2020-02-02",1.81,1,35
"5631",24561428,1,1125,"2020-09-21","2021-08-20","$110.00","$110.00","One Bedroom Apartment with private Courtyard",139528807,"Christopher",NA,"Melbourne",-37.80149,144.94568,"Entire home/apt",110,1,35,"2020-07-31",1.24,38,334
"5632",24562381,4,1125,"2020-08-22","2021-08-20","$140.00","$160.00","Cosy, Contemporary and Brand New Home in Box Hill",185579338,"Alan",NA,"Whitehorse",-37.81643,145.11931,"Entire home/apt",146,2,20,"2020-02-15",0.75,2,364
"5633",24562917,4,365,"2020-11-30","2021-08-19","$199.00","$400.00","Huge, Central and Stylish apartment, Netflix, Wifi",120622114,"Peter",NA,"Melbourne",-37.81664,144.96355,"Entire home/apt",100,1,100,"2020-04-15",3.65,7,263
"5634",24563060,4,180,"2020-08-21","2021-08-20","$65.00","$65.00","The Kedmis - self contained guest suite",25024509,"Alon",NA,"Glen Eira",-37.92915,145.06488,"Entire home/apt",65,3,53,"2020-08-08",1.88,1,364
"5635",24567126,4,1125,"2020-08-20","2020-09-30","$50.00","$50.00","The Heart of Fitzroy! Free parking, desk & chair",14048298,"Mac And Nicole",NA,"Yarra",-37.80476,144.9797,"Private room",50,2,70,"2020-06-20",2.5,2,41
"5636",24578919,4,1125,"2020-08-23","2021-08-22","$60.00","$80.00","Maribyrnong double bed room",34537295,"Bobbie",NA,"Maribyrnong",-37.77324,144.88081,"Private room",66,2,8,"2020-01-24",0.29,3,365
"5637",24581640,4,10,"2020-08-22","2020-11-18","$49.00","$49.00","Light-filled apartment in leafy Clifton Hill",29133263,"Tony",NA,"Yarra",-37.78864,144.99967,"Private room",49,2,1,"2019-05-20",0.07,1,89
"5638",24589167,2,1125,"2020-09-20","2021-08-19","$209.00","$279.00","Melbourne River Views - In the Heart of the City",185800050,"Marnie",NA,"Melbourne",-37.81996,144.95608,"Entire home/apt",229,2,6,"2019-11-25",0.22,1,321
"5639",24591190,4,1125,"2020-08-21","2021-02-17","$50.00","$62.00","Cosy guesthouse with huge backyard yarra winery",84441690,"Joyce",NA,"Maroondah",-37.763,145.27622,"Entire home/apt",50,1,2,"2020-08-06",0.77,3,178
"5640",24593284,4,90,"2020-08-20","2021-02-16","$149.00","$199.00","1 Beds 1 Bath City Apt free Parking/WiFi/Balcony",159278017,"Spencer Street Apartments",NA,"Melbourne",-37.81178,144.95044,"Entire home/apt",149,2,22,"2020-01-15",0.78,21,181
"5641",24604148,4,1125,"2020-08-20","2021-02-16","$230.00","$263.00","Prime South Yarra townhouse",95375335,"Sarah",NA,"Stonnington",-37.84001,144.99239,"Entire home/apt",230,1,2,"2018-05-23",0.07,1,180
"5642",24608208,4,1125,"2020-08-20","2021-08-19","$130.00","$130.00","Private Fitzroy apartment with courtyard + parking",185254316,"Stella",NA,"Yarra",-37.80727,144.98031,"Entire home/apt",130,1,12,"2019-05-05",0.46,1,365
"5643",24609114,1,1125,"2021-08-04","2021-08-19","$184.00","$219.00","38*Mel Skyline LVL63@2BR1BTH Apt*Mel Cen*free tram",244630515,"Cooper",NA,"Melbourne",-37.80952,144.96111,"Entire home/apt",194,1,87,"2020-07-03",3.1,15,16
"5644",24609190,4,365,"2020-08-21","2021-08-19","$320.00","$390.00","Penthouse Apartment in Melb CBD Perfect Location",103385102,"Aymeric",NA,"Melbourne",-37.81778,144.95331,"Entire home/apt",340,2,36,"2020-03-14",1.32,2,358
"5645",24610115,4,1125,"2020-08-21","2020-11-18","$115.00","$117.00","Brighton Courtyard Studio",166651302,"Warren",NA,"Bayside",-37.90743,145.00856,"Entire home/apt",115,1,91,"2020-08-04",3.3,2,90
"5646",24612091,4,1125,"2020-08-20","2020-11-30","$125.00","$199.00","Ocean View Modern 2BR@Shadow Play",184014673,"Catherine & Patrick",NA,"Melbourne",-37.8271,144.95813,"Entire home/apt",139,3,28,"2020-03-12",1.02,2,96
"5647",24616985,7,1125,"2020-08-21","2020-11-19","$129.00","$129.00","Perfect Privacy... entire floor is yours to enjoy!",186034995,"Tulliallan Townhouse",NA,"Casey",-38.07901,145.32852,"Private room",129,7,0,"",NA,1,84
"5648",24629955,4,1125,"2020-08-22","2021-08-20","$109.00","$99.00","Cosy seaside Apartment in the heart of bayside",48106130,"Alexandra",NA,"Bayside",-37.95429,145.02353,"Entire home/apt",140,2,67,"2020-06-20",3.05,1,364
"5649",24634905,4,14,"2020-08-21","2020-11-18","$67.00","$67.00","Cosy & cool private bedroom (Fawkner Park & CBD)",41084011,"Victoria",NA,"Melbourne",-37.83677,144.98662,"Private room",67,1,55,"2019-04-08",2,2,90
"5650",24634912,4,1125,"2020-08-20","2021-02-16","$200.00","$200.00","Unique South Yarra Apartment",186177355,"Lizzie",NA,"Stonnington",-37.83349,144.99028,"Entire home/apt",200,2,3,"2019-02-20",0.12,1,179
"5651",24634924,4,60,"2020-09-01","2021-08-20","$25.00","$25.00","Studio Room in Tarneit",186177485,"Nabeel",NA,"Wyndham",-37.82222,144.69733,"Private room",25,1,24,"2020-03-24",0.87,1,354
"5652",24635182,4,1125,"2020-08-21","2020-11-18","$139.00","$139.00","Glen 好房",186180034,"Cong",NA,"Monash",-37.88461,145.16542,"Private room",139,1,0,"",NA,1,90
"5653",24640661,4,1125,"2020-08-31","2021-08-19","$100.00","$80.00","Totally Renovated Studio with balcony & bay views",14055422,"Karen",NA,"Port Phillip",-37.86257,144.97488,"Entire home/apt",80,2,57,"2020-03-29",2.11,2,324
"5654",24645619,4,1125,"2020-08-22","2020-11-18","$100.00","$99.00","5G Yarra Home🌟Chapel St🌟Expansive Courtyard",24540332,"Kk",NA,"Stonnington",-37.83612,144.99523,"Entire home/apt",102,2,28,"2020-05-22",1,1,89
"5655",24654810,1,1125,"2020-11-07","2021-08-19","$299.00","$299.00","Premier One Bedroom Apartment - 7 Night Minimum",184943288,"Teri",NA,"Port Phillip",-37.83084,144.95788,"Hotel room",1043,1,4,"2020-02-16",0.21,15,286
"5656",24655069,1,1125,"2020-11-07","2021-08-19","$599.00","$599.00","Executive 3 Bedroom Apartment - 7 Night Minimum",184943288,"Teri",NA,"Port Phillip",-37.8313,144.95839,"Hotel room",1043,1,1,"2018-11-21",0.05,15,286
"5657",24655294,1,1125,"2021-08-14","2021-08-19","$499.00","$499.00","Executive 2 Bed 2 Bath Apartment - 2 Night Minimum",184943288,"Teri",NA,"Port Phillip",-37.83017,144.95808,"Hotel room",134,1,33,"2020-03-22",1.42,15,6
"5658",24655347,1,1125,"2020-11-07","2021-08-19","$499.00","$499.00","Executive 2 Bed 2 Bath Apartment - 7 Night Minimum",184943288,"Teri",NA,"Port Phillip",-37.83067,144.9592,"Hotel room",1043,1,11,"2019-08-23",0.41,15,286
"5659",24655372,1,1125,"2021-08-14","2021-08-19","$499.00","$499.00","Deluxe 2 Bed 1 Bath Apartment - 2 Night Minimum",184943288,"Teri",NA,"Port Phillip",-37.82975,144.95894,"Hotel room",124,1,84,"2020-04-11",3.69,15,6
"5660",24655399,1,1125,"2020-11-07","2021-08-19","$499.00","$499.00","Deluxe 2 Bed 1 Bath Apartment - 7 Night Minimum",184943288,"Teri",NA,"Port Phillip",-37.82992,144.95843,"Hotel room",1043,1,22,"2019-09-14",0.81,15,286
"5661",24655479,4,1125,"2020-08-21","2020-11-18","$178.00","$178.00","glen iris 富人区",186330895,"Lan",NA,"Stonnington",-37.85806,145.05404,"Private room",178,1,0,"",NA,1,90
"5662",24655628,1,1125,"2021-08-14","2021-08-19","$299.00","$299.00","Corporate Studio Apartment - 2 Night Minimum",184943288,"Teri",NA,"Port Phillip",-37.83079,144.95732,"Hotel room",96,1,12,"2020-04-21",0.54,15,6
"5663",24658769,6,1125,"2020-08-21","2021-08-20","$45.00","$45.00","Well located room for 2 in art decor home, Preston",186351470,"Cherian",NA,"Darebin",-37.74664,145.00572,"Private room",45,6,38,"2020-03-19",1.39,1,365
"5664",24660558,4,365,"2020-08-21","2021-02-16","$37.00","$54.00","Beautiful Room in Brunswick with Private Balcony",90729398,"Valeria",NA,"Moreland",-37.77678,144.964,"Private room",37,4,5,"2019-12-13",0.21,120,180
"5665",24661437,4,1125,"2020-08-21","2020-11-18","$200.00","$200.00","好房kew",186387901,"Mingming",NA,"Boroondara",-37.80451,145.03255,"Private room",200,1,0,"",NA,1,90
"5666",24666997,4,1,"2020-08-21","2021-01-31","$110.00","$90.00","Designer Selection - The Golden Palm in Melb CBD",40455436,"S&S",NA,"Melbourne",-37.81514,144.95265,"Entire home/apt",50,1,3,"2020-06-13",0.11,22,164
"5667",24677635,4,1125,"2020-08-21","2021-08-20","$35.00","$35.00","Ensuite queen bed with own bathroom.",181927383,"Marko",NA,"Melbourne",-37.82884,144.9713,"Private room",35,1,0,"",NA,2,365
"5668",24678248,4,1125,"2020-08-22","2021-08-20","$364.00","$525.00","Collingwood StayCentral Silos 7 near Richmond",4177728,"Chris From StayCentral",NA,"Yarra",-37.8067,144.98995,"Entire home/apt",404,3,5,"2020-01-27",0.31,27,364
"5669",24679388,1,1125,"2021-07-17","2021-08-21","$399.00","$399.00","Premier 1 Bedroom Apartment - 2 Night Minimum",184916295,"Melbourne City Apartments",NA,"Moreland",-37.76924,144.97223,"Hotel room",96,1,90,"2020-03-31",2.57,8,0
"5670",24679505,1,1125,"2021-07-17","2021-08-20","$599.00","$599.00","Executive 2 Bed 2 Bath Apartment - 2 Night Minimum",184916295,"Melbourne City Apartments",NA,"Moreland",-37.76924,144.97223,"Hotel room",134,1,26,"2020-03-13",1,8,35
"5671",24679555,1,1125,"2021-07-17","2021-08-20","$599.00","$599.00","Deluxe 2 Bed 1 Bath Apartment - 2 Night Minimum",184916295,"Melbourne City Apartments",NA,"Moreland",-37.76924,144.97223,"Hotel room",124,1,80,"2020-03-29",2.96,8,35
"5672",24679601,1,1125,"2020-11-07","2021-08-19","$599.00","$599.00","Deluxe 2 Bed 1 Bath Apartment - 7 Night Minimum",184916295,"Melbourne City Apartments",NA,"Moreland",-37.76924,144.97223,"Hotel room",418,1,8,"2019-08-04",0.35,8,286
"5673",24683246,4,1125,"2020-08-29","2020-11-18","$69.00","$74.00","Secure Apartment in the heart of  Melbourne city",151158081,"Jag",NA,"Melbourne",-37.82533,144.96161,"Entire home/apt",69,1,41,"2020-03-12",1.65,1,54
"5674",24696318,4,1125,"2020-08-22","2020-11-18","$130.00","$130.00","传统好区hawthorn",186643056,"Lan",NA,"Boroondara",-37.82245,145.0321,"Private room",130,1,1,"2018-05-17",0.04,1,89
